distinct_fullvisitorid,distinct_visitid,occurrences
13234979798848711190,1551566323,1
1323820487732021844,1552258004,1
13238732533073246055,1551999501,1
13239634802532291914,1552257540,1
13248496324477173812,1552345193,1
13253085153571603995,1552258423,1
13256217046759416437,1552603486,1
13258293507730366698,1551651772,1
13263893963455987551,1552085619,1
13265672554530965552,1552517002,1
13265693729751439784,1551826750,1
13267358148360615195,1552344001,1
13279223287988903165,1551480941,1
13281128064929462389,1551736898,1
13282131101340177745,1551480459,1
13282751669868895365,1551824776,1
13293317831370996425,1552431487,1
13296454709933530278,1551740343,1
13297253668729622903,1552258598,1
13298453181990433381,1551475077,1
13298643387302874398,1551478896,1
13302809236324473019,1552084869,1
13312440587049682694,1551912983,1
13314387369438942845,1551912066,1
13315647564843017178,1552257605,1
13319079526523464649,1551478694,1
13321722351916073640,1551478504,1
13322223647845492361,1551652178,1
13325863567324467606,1551997484,1
13335231350802507383,1551912731,1
13339831275816540334,1552430799,1
13341143128260060708,1552170937,1
13345612865746697430,1552172004,1
13345623302174851517,1551825516,1
13348594573131873157,1552171219,1
13354026469292652809,1551912697,1
13359353441347283946,1552344937,1
13368900495640617991,1552343179,1
13372530005233889675,1552085782,1
13378662886947585199,1551653176,1
13385907168697239551,1551998545,1
13393355041969341514,1552603727,1
13393651167196332030,1552258698,1
1339436504529053662,1551740397,1
13394761497896717592,1551999546,1
13401136287658876609,1551479575,1
13409668103421556241,1552430563,1
13409720575168201274,1552085349,1
13419248086407416983,1551566832,1
13423720596398109996,1551563364,1
13430782613101658763,1551652263,1
1344489813042464572,1551825929,1
13445550934580964306,1552258019,1
13451133927588380983,1551653504,1
13452520891227516048,1552600823,1
13454040352764877138,1552345069,1
13458249346581781197,1551826508,1
13459462892264132100,1552343659,1
13459614822096763928,1551740017,1
13461160899152151261,1552085848,1
13461213388771435433,1551912306,1
13461241922820394865,1552171448,1
13475029713315421093,1551739548,1
13477578025830605903,1551910612,1
13478888586860069597,1551826295,1
13482821436319029618,1552172265,1
13487370080828696898,1552169305,2
13487370080828696898,1552081122,2
1349618742922047689,1551653459,1
13497098515612438564,1551825549,1
13499563968612032170,1551651786,2
13499563968612032170,1551565772,2
13505748574887196324,1552169538,1
13509106809101505364,1551479842,1
13509330276551173729,1552084883,1
13510717470626165166,1551653294,1
13511108979438022251,1552085062,1
13513093214396936160,1551911269,1
13516627667987710991,1552431394,1
13522608569201239485,1551825074,1
13522704708043337968,1552603318,1
13523820713488114856,1551565764,1
13525351254323913053,1551566948,1
13531750029836271109,1551651411,1
13536310273360552829,1552517652,1
13539082100206891637,1551999559,1
13549255057392867670,1551651826,1
13550499028222298978,1551826512,1
13553094435494704360,1551913020,1
13553586505915430997,1551739826,1
13554625317977517900,1552172363,1
13555832640398060209,1551650430,1
13555868397380499778,1552602722,1
13558097113725915874,1551565476,1
13561027762872808750,1552516751,1
13562519002039953153,1551825481,1
13564224990887601909,1552602830,1
13572986180134084438,1552253600,2
13572986180134084438,1552343698,2
13578462405573882438,1552172223,1
13578957560616402685,1551566786,1
13580241556168467412,1552512864,1
1359258599873330859,1552344695,1
13607889783259917152,1552602144,1
13609051083784585435,1552085703,1
13609598112737311218,1551826244,1
13618216640545288335,1552257837,1
13634371486478767987,1552604202,1
13641484824910609470,1552516837,1
13642068618335472613,1551738318,1
13643809859697570884,1551739731,1
13648042418271157938,1551826732,1
13648584138904774699,1552256412,1
1365304486932570003,1552430775,1
13672434312892552185,1552428219,1
13672788994489810591,1552431108,1
13686306557523357246,1551565703,2
13686306557523357246,1552344832,2
13694418802058844975,1551650957,1
13697347694644469493,1551652180,1
13704242229394649044,1552431449,1
13716001584803254389,1552603816,1
13720160379160421744,1551998690,1
13720709260881303458,1552431485,1
13721931531035369542,1551565881,1
13724389375217654531,1551651281,1
13727565387272288984,1551566808,1
1373738481875973219,1551912571,1
13745649657969146623,1552603867,1
13754022560152456550,1552256160,1
13761121137079395316,1552517575,1
13767904232244213323,1551826534,1
13768894222488697896,1551997938,1
1376933134017204566,1552343346,1
13769439372580621306,1552603727,1
13772496029211816828,1552171678,1
1377464135090282276,1551480109,1
13777659287151092537,1551648918,1
13800156433392620570,1552170917,1
13803953102244190044,1551823951,2
13803953102244190044,1551739448,2
13808198933199341509,1552256424,1
13814723155695015184,1551740201,1
13822608351132623965,1552517957,1
13824520413386324220,1552257059,1
13831001021848927505,1552430846,1
13831874300485054614,1552169959,1
13835816530300148866,1552170761,1
13839839829314369168,1551653818,1
13840252920649606443,1551653114,1
13841426266896940702,1552429422,1
13842833152926640088,1551998197,1
13843283998734928351,1551652142,1
13846349878366039489,1551480692,1
13848338301514081597,1551998250,1
13857066919739825681,1552172092,1
13857221283871472377,1552171638,1
13859211590380335002,1552084766,1
13859800267108231425,1552172279,1
13870726793749730942,1551566192,1
13871966432175398712,1551566300,1
13874892010926031302,1551826041,1
13880240517833105281,1552428322,2
13880240517833105281,1551650271,2
13886984446043180887,1551653814,1
13890122274363762132,1551999176,1
13890800263040692628,1551650898,1
13894278474498814827,1551739258,1
13900764970444313806,1552258768,1
1390103422775110690,1552085864,1
13902090333421386198,1551652703,1
13903733303930215564,1552515896,1
13910704593379804322,1551826556,1
13910817558719455110,1552085050,1
13913593564856626165,1551567426,1
13914878970669899409,1552431283,1
13921751392908779345,1552172157,1
13922852190638493332,1552169947,1
13925619403762268190,1551739586,1
13925691080467885424,1551480918,1
13929341398082925665,1551913067,1
13939504177053252065,1551653556,1
1394440715504357687,1552258155,1
13949897256634698473,1552517255,1
13950449027576322409,1552344600,1
13952103003940231332,1551736471,1
13959911578781624154,1552604016,1
1396245707735324629,1552604310,1
13962881673218396917,1551652048,1
13978063187075845919,1551651270,1
13978291200527091545,1551566967,1
1398853473557784085,1551825883,1
13990763995956941320,1552258684,1
13992650263244125884,1552603015,1
13993293354903404849,1551478373,1
1399557169724682701,1552085923,1
1399793942756909418,1551826253,1
14000302237143992079,1552171814,1
14002334127400926321,1551567024,1
14003079369658075192,1551481052,1
14003632519621695647,1552257339,1
14012494594071215168,1551826532,1
1401307325933770628,1552429112,1
14013829762584201792,1551909773,2
14013829762584201792,1552516649,2
14018987222542876492,1552604314,1
14028568247855955094,1551912024,2
14028568247855955094,1551826517,2
14028895636590334689,1551480231,1
14029144673417037450,1551738105,1
14030843217917766202,1552603466,1
14032675654165804218,1552345078,1
1404156027874025560,1551651835,1
14042487594342084290,1552517547,1
14042780809322713297,1552603601,1
14047243473973447984,1551565713,1
14048873150474271333,1552600066,1
14053231830913527247,1552430276,1
14061259836880800051,1552603619,1
14061619843903955798,1552171482,1
14064726048524241647,1552517101,1
1406482445438308737,1552084439,1
1406716691896904621,1552603024,1
14067708459881424133,1551566547,1
1407923266836499334,1551999222,2
1407923266836499334,1552599358,2
14084760571384661349,1552171469,1
14085179647334038239,1551826177,1
14089009477165338056,1552344714,1
14089070035802130498,1552083690,1
14091751689248635271,1551913083,1
14092361390042237086,1551567549,1
14093056595172934405,1552257920,1
1409423663512714554,1551999399,1
14098624053325508567,1551565697,1
14106030664116593584,1552169953,2
14106030664116593584,1552083281,2
14114443246630536845,1551911219,1
14115444584458697172,1551653151,1
14117721271436790798,1551566681,1
14118406482138627527,1551911984,1
14120540946284457380,1552171556,1
14131234440505194163,1551911964,1
14131700775655796168,1552604247,1
14132974808279423118,1552431539,1
14133952135547095435,1552255928,1
14135000163859824521,1551566823,1
14145947961824274431,1552170850,1
14147688197216715912,1551825985,1
14153487568151310307,1551910652,1
14162930441375511400,1552344466,1
14166949807534514828,1552172029,1
14170346427212230934,1552343382,1
14175226648697742198,1551913120,1
14178311467087849590,1551824412,2
14178311467087849590,1552083512,2
14182134571994050388,1552603931,1
14182304288308051657,1552170835,1
14187499631894718385,1551739847,1
14191392163688445344,1551825421,1
1420012759739109853,1551908134,1
14200275252466263984,1552604023,1
1420675987658861668,1552516345,1
14207765252711779236,1552171680,1
14211959138538630754,1552344973,1
14212529615505108433,1551998966,1
14214268213451194264,1552257152,1
14216802559662916169,1551911885,1
14217060351467028802,1551912843,2
14217060351467028802,1552603142,2
14220212605089655432,1551565152,1
14228192697468677615,1551911780,1
14230850268031840652,1552345035,1
1423116565514616178,1552172072,1
14233256583028792209,1552603667,1
14235184386409063157,1551566272,1
14238043916121912378,1551567478,1
14238494109812596272,1552603617,1
14239761235550448772,1551480493,1
14242233577270879443,1551567463,1
14242701028843516628,1552084551,1
14244208895048409603,1551999495,1
14247907318567238471,1551566749,1
14250065650994776808,1552343241,1
14250167126693933075,1552085943,1
14251746383774896104,1552256778,1
14251798704265402103,1552258777,1
14258256017020162017,1551477607,1
14264190873275069242,1552603527,1
14268109201929176512,1552431204,2
14268109201929176512,1551567264,2
14274358063446686400,1552603370,1
14278744580763871082,1552604315,1
14281873303910116066,1552431598,1
14282070906979748787,1552602582,1
14291365412932715232,1551737515,1
14291981275795342906,1552172035,1
14297838490941212529,1551911103,2
14297838490941212529,1551826627,2
14300518982795148852,1551478466,2
14300518982795148852,1552258729,2
14301101792308089468,1551566343,1
14306355725951239853,1552344178,1
14316217123872144358,1551912540,1
14325615092609577329,1552344374,1
14327692073449701209,1552258112,1
14329146732482931711,1551566103,1
14329437854761514778,1551740302,1
14332117590990463300,1552431549,1
14332726627015739942,1552257366,1
14335434024830834656,1552256842,1
14336445818220430566,1552603236,1
14337638031519469958,1551566369,1
14350248081765414188,1552084595,2
14350248081765414188,1552342325,2
14353339603567289557,1552517084,1
14353818748929965466,1552514655,1
1435893479275946754,1551653607,1
14365058777666167396,1552079923,1
1437137557808209327,1551652682,1
14373275342560542115,1551653653,1
14375380169989379613,1551652718,1
1438100369314897504,1552258586,1
1438108331917047270,1551567500,1
14381741328237916304,1552604260,1
14384799512502315901,1552603821,1
14391430750759458395,1552255198,1
14395612462221641433,1551740079,1
14396632579857308319,1552083545,1
14398715965410765423,1551481082,1
14398783036171919273,1551825032,1
14403381613728091912,1551997674,1
14407359842112644154,1552343614,1
14413356823675501310,1552430063,1
14414283616262942741,1551740148,1
14420343181518531488,1551565063,1
14423674479937341481,1552257615,2
14423674479937341481,1551653369,2
14425008429863601041,1551909634,1
14425203120263391809,1552430657,1
14426120976556343776,1552084903,1
14428446904340116486,1551653646,1
14428521970579289234,1552083672,1
14430032276044246627,1551912594,1
14436451352080829608,1552085152,1
14442947403586130048,1551650596,1
1445093863578094169,1551739659,1
14452579118954005498,1551912188,1
14456470663332510966,1551826784,1
14458856983691600741,1552517329,1
14464707031226927690,1552602218,1
14466838340108409284,1551564886,1
14472830323124698804,1552168161,1
1447763124768405208,1552254718,1
14481421954851592230,1552427448,1
14481599185377083519,1552257091,1
14482780957146728603,1552257648,1
14486638871681589517,1552256011,1
14489535359904723464,1552517980,1
14490276059280860435,1552254847,1
14491493940400065693,1551566568,1
14492760150378180780,1551480827,1
14497095331286331247,1552604373,1
14500534187835298178,1551996562,1
14501441716418024825,1552258624,1
14507198371040552261,1552340907,1
14507227835698306872,1551826171,2
14507227835698306872,1552517712,2
14510405294919455366,1552517227,1
14511240038618298853,1551825077,1
14515059504569641928,1552256387,1
14518412265761910145,1551566815,1
14519215141756908554,1552168333,1
14519529398473382379,1552431155,1
14522765587739437674,1551740275,1
14527569518467371515,1552258150,1
14528420339695628880,1552085099,1
14528667304964985414,1552258566,1
14529430629076423974,1551913136,1
14531759375467979479,1552258637,1
14534152533986414697,1552258536,1
14546150840127410962,1552517633,1
14549262081774953452,1552084846,1
14551606436359250377,1552430255,1
14555824325083755669,1551999031,1
14558613490976015998,1551566424,1
14558734755873155743,1551650816,1
14560207736533475928,1551480043,1
14569447731907377446,1551565807,1
14574595210023689927,1552602965,1
14579261478441551211,1552170728,1
14582119847732066593,1551481176,1
14584437502628857862,1551479993,1
14584818915426339517,1552258131,1
14586149845448976995,1551912880,1
1458962087235140608,1551910339,1
1459468714923691987,1552256235,1
14601819428441255482,1552343403,1
14606060449074639935,1552516359,1
14606692011163502276,1552604384,1
14615124349441474854,1552516984,1
14619350999111770285,1551651771,1
14644282059694588174,1551740201,1
14649232390311673277,1551997341,1
14650440819998963522,1551825351,1
14651981590571681283,1552258788,1
14651993572452805643,1551653721,1
1466259185553639711,1552603435,2
1466259185553639711,1551999489,2
14662953923866141977,1552517248,1
146850125425582376,1551998996,1
14685318648632522543,1552599845,1
14686082506809973300,1551911797,1
14686563438337154949,1552172306,1
14698394011457472695,1551481015,1
14699394431268966883,1551740265,1
14700099579714711547,1551652311,1
14702621312713717386,1552258721,1
14709353925237202982,1552345058,1
14710834963696064572,1551653409,1
14717452200760865241,1552430740,1
147214782468476136,1551648578,1
14726272483696721966,1552085914,1
14729676926990780132,1552517776,1
14729712150645578937,1551653238,1
1473145035071711111,1551740181,1
14733136132118512323,1551999361,1
14741476535593902096,1551826216,1
14741828234487372645,1552258472,2
14741828234487372645,1552430534,2
1474640709846236658,1551651361,1
14747023678226346413,1552602122,1
14748814688647855170,1552601176,1
14754903518823314288,1552604307,1
14757524823229699334,1552602397,1
14766868239011997364,1551567179,1
14769775782984670519,1552604382,1
14784762988447698088,1552085759,1
14786661970538059473,1551566246,1
14787963465629597197,1552344936,1
14789788875998860437,1551826727,1
14798600210007453186,1551826233,1
14809445876101945940,1552603406,1
14812204919918655176,1551566998,1
14816630033935501336,1551480999,1
14818915489998716555,1551477972,1
14841404677189995377,1552085986,1
14842964372074178977,1551565948,2
14842964372074178977,1551478887,2
14843304336328154057,1551998189,1
14843709760944751,1552602982,1
14844262058240099449,1552604045,1
14848417283678326155,1551911782,1
14850525138369739871,1552085556,1
1485235324160254583,1551650240,1
14852922926004204481,1552083643,1
14857195645822222694,1552341107,2
14857195645822222694,1552517705,2
14867007777308707428,1551479373,1
14876783611681503312,1552517463,1
14877001235186933668,1551911639,1
14878575148894078455,1551652772,1
14879012757081607954,1552517756,1
14885318870855735200,1552084144,1
14888475425147135495,1552170597,1
14889258709343759262,1552258348,1
14891550959375353319,1551910599,1
14902846388055430018,1552258134,1
14904181287168275697,1552257274,1
14909232402368453551,1552258552,1
14911041033513694037,1551480011,1
14912522340731146899,1551566997,1
14914271201147703493,1552085913,1
14914450847625759511,1551567108,1
14918084748857464494,1551653703,1
14922194137317730092,1552602502,1
14923913552502770475,1551565834,1
14927487397508896046,1552170736,1
14937277537117410524,1552601617,1
14941086747096206623,1552257416,1
14945019400626818963,1551567051,1
14946581463870347268,1552602711,1
14947722329429557268,1552344185,1
14948642401073456168,1551480581,1
14951776627470385080,1552171464,1
1495213928183208276,1552171941,1
14963228144550988204,1551567419,1
14972014050434756195,1551653221,1
14972786436725930686,1551912085,1
14973734333975411335,1552257040,1
14982974126196299345,1552085517,1
14983780030054697754,1552255459,1
14986144624925395721,1552172121,1
14986300211905741488,1551999422,1
1499223260557147045,1552430797,1
14994673635955338232,1552603415,1
15004705363455491104,1551739452,1
15010051033759997688,1551652966,1
15016847842444085404,1551825171,1
1501884835737679439,1552256755,1
15025893366511955409,1552084681,1
15029427212138104408,1551825693,1
15034316544699934668,1552083850,1
15037570136249740229,1552258149,1
15040526956392015299,1552257882,1
15046359480587791787,1551912949,1
15047182401271047018,1552172200,2
15047182401271047018,1552343861,2
15051233703306310959,1552511713,1
15055539685811772902,1551567464,2
15055539685811772902,1551653534,2
1505573692846569393,1552604303,2
1505573692846569393,1551826533,2
1505643571083358671,1552256991,1
15057105090869743869,1551913014,1
15078467084070248948,1551566210,2
15078467084070248948,1551740346,2
1507951262222434888,1552430766,1
15080222032820807993,1552171191,1
15080580249734463695,1552517067,1
15080984941061952520,1552258750,1
15082129364043421519,1552169900,1
15101310037892974037,1551738912,1
15109674062312963894,1552429648,1
15113396994432922144,1552172371,1
15117358671174622614,1551652383,1
15122040965079223975,1552429893,1
15126899821718921284,1552431235,1
15131352054687383210,1552430786,1
15133931389100390334,1552428504,1
15137827808936798723,1552344053,1
15141060156000791228,1551567293,1
15143789994836513444,1552517483,1
15146449002352484296,1551653728,1
1515533612594175298,1552517842,1
15160681496579411501,1551652793,1
15167096919012917576,1552517910,1
15168449854523894378,1551824909,1
15173640240574084810,1551825614,1
1517581982228124338,1552345102,1
15176171130445616314,1551911458,1
15176272903196535221,1552515686,1
15176728518623344130,1552256117,1
15177066350576946106,1551997599,1
15177403994437329895,1552517807,1
15182437543317811177,1552602693,1
15188568476739572312,1552431268,1
15190440659548937751,1551999414,1
15195734845081087162,1551998557,1
1520071381312642624,1552080458,1
15203643352204827704,1552169616,1
15206378060176438151,1551821267,3
15206378060176438151,1551998960,3
15206378060176438151,1552343986,3
15206556753337640710,1551999264,1
15207936196723158171,1551653838,1
15210256043999075218,1551911985,3
15210256043999075218,1551481104,3
15210256043999075218,1552084457,3
15210628286667015238,1552344055,1
1521221443065432717,1552171760,1
15224247697669087341,1551653651,2
15224247697669087341,1551481128,2
15229599321035794507,1551910515,1
15230309970636411933,1551826181,1
15231358037102538177,1551567533,1
15237036893433512449,1552344656,1
15240314824160112182,1551998551,1
15241373701036654400,1552342070,1
1524201134366072972,1551566885,1
15242236570865821479,1552170816,1
15244191483210185817,1551480464,1
15246147077825698570,1551740185,1
15256403852410531263,1551651260,1
15264644947780759812,1551910006,1
15266090696248311408,1552258382,1
15272813712029101925,1552085529,1
15276633657831891689,1552082818,1
15278540528155358273,1552171725,1
15279751232963724579,1552258045,1
1529370936727304152,1552426027,1
15296760829580480306,1552429334,1
15298625554055031988,1551479208,1
15300411132157778739,1552257335,1
15308165458757537081,1551994048,1
15310674874901801191,1552604342,1
1531428115565471548,1552516673,2
1531428115565471548,1552430992,2
15321459554496395363,1551479062,1
15324531775732543873,1551653800,1
15326246662557599596,1551998608,1
15330263698439649089,1552515530,1
15330271123412630384,1552084536,1
15333222890119631650,1552602958,1
15333525342524859619,1552256661,1
15335959567648336427,1551652750,1
15340439955754025018,1552516612,3
15340439955754025018,1552170933,3
15340439955754025018,1551912793,3
15340556648215420842,1552171199,1
15342999392369377449,1552170906,2
15342999392369377449,1552257147,2
15349813834068938390,1552431414,1
15350837621947289880,1551480062,1
1535426939491319778,1552258774,1
15354869470006201761,1552258601,1
15355868097759983148,1552430433,1
15357370118746223446,1552085945,1
1536035417123292282,1551567591,1
15366724014591507298,1551567384,1
15371878358857674833,1552085698,1
15372401920275042288,1551740173,1
15381014216774444449,1552171673,1
15382755127939576054,1551567446,1
15390270263831771145,1551479314,1
15392696559351433276,1552258670,1
15397455701359392232,1551566623,1
15398958298821542874,1552345102,1
15402760795179285322,1551567426,1
15403496086024350728,1552255761,1
15406833436498477971,1551996983,1
15418408801338333208,1552171786,1
15425049572213141080,1551997498,1
15429868061092150506,1551739204,1
15436144989278213936,1552084945,1
15441498065103475346,1552257496,1
15447146009797481643,1552431525,1
15447170796568462557,1552083865,1
15450877917961126974,1551567560,1
15456985041689434361,1551653930,1
15459595874190247418,1551652514,1
15459809098610405864,1551998554,1
15461364885786874078,1551998900,1
15469484675938339640,1552345122,1
15469582588643754097,1552430020,1
15470285190756464873,1552257696,1
15471162265338412123,1552171152,1
15472889714201511202,1551998639,1
15478591434860833931,1552344998,1
15483328594255404059,1552085559,1
15489812780375477190,1552603776,1
15492844932010987388,1551566616,1
15495264884858582843,1552171588,1
15495674533135872841,1552255576,1
15496182554527889778,1551480649,1
15502360848157168467,1551738171,1
15506693831269279619,1551824628,1
15506885710408038123,1552084949,1
1550940292108509113,1551653244,1
15511474111707127467,1551566370,1
15513559394729394440,1551826554,1
1551372806521699041,1552172323,1
15514084026112776014,1551910368,1
15516632070673978256,1551912421,1
15519386478758177692,1551912928,1
15523155655542334024,1552344907,1
15524024892573167842,1551912535,2
15524024892573167842,1552343458,2
15525154564641530162,1552429791,2
15525154564641530162,1552517446,2
15526182545775038839,1551825760,2
15526182545775038839,1552081259,2
15526900291476026191,1552170174,1
15531463208662575038,1552255500,1
15536803549857735579,1551824060,1
15543981098153245846,1551826761,1
15554657344172630715,1552429060,1
15555629866886440599,1552084770,1
15561454784425251383,1552516045,1
1556251148884239089,1551479259,1
1556961986528688087,1551912577,1
15570408434217048711,1551567207,1
15585950196562782247,1552169537,1
15589300085422291460,1552515604,1
155905934530256062,1552516675,2
155905934530256062,1551653627,2
15599135654990280390,1552085559,1
15600188416088836416,1551651882,1
1560174825907795353,1551565821,1
15604999077199241635,1552257895,2
15604999077199241635,1552171754,2
15606033345367569123,1552604387,1
15607949418983559071,1551481178,1
15614783433464537226,1551739732,1
15614997817190730856,1552430058,1
15615734527205404717,1552429454,1
15619143813482660205,1551652529,1
15621663143238913474,1552085735,1
15622918081174462674,1552430929,1
1563192339964201200,1551565490,1
15635586572806841914,1551652266,2
15635586572806841914,1552082921,2
15640319192812763597,1551652634,1
15640491887803406029,1551479880,1
15644395274311546845,1551651346,1
15644524095827531237,1551565221,1
15645103468749704713,1552603971,1
15648666738017880833,1552256282,1
15652079806698771971,1551826290,1
15654547078955744944,1552256605,1
15657750637558412122,1551740068,1
15660066993099827488,1551567322,1
15660472149088870425,1551564639,2
15660472149088870425,1551910955,2
15669613526910117850,1552172144,1
15672400350932329786,1551824539,1
15680726710817007124,1552604295,1
15682886740694011147,1552344911,1
15685879258903378618,1551567233,1
15686339042193066558,1551740248,1
15689654902641715966,1552171689,1
15689820417110162261,1552344511,1
1569327184543430233,1551912544,1
15694824802019669812,1552603902,1
15699233763874572975,1552085957,1
15711576951740405176,1552084218,1
15717646023529988080,1552258760,2
15717646023529988080,1552345164,2
15720906594657472836,1551566686,1
15721175720800286596,1551565844,1
15724865405540158411,1552257246,1
15729138727353794508,1552170648,1
15754032586820421638,1552514554,1
15755265674737400124,1552258330,1
15762714896191347519,1552085685,1
15763590299807396569,1551911221,1
15777325229186267341,1552083249,1
15781455440844524840,1552254910,1
15782381287115952654,1551998665,1
15784614991765335376,1552171996,1
15795137768202202887,1551653983,1
15801452375975685356,1552602485,1
15801627895110294230,1551825852,3
15801627895110294230,1552258702,3
15801627895110294230,1552603238,3
15802137615445651542,1552172086,1
15802540114548005399,1551999305,1
15803459948949355116,1552085076,1
15804058582988065885,1552170631,1
15807274804604780181,1551480227,1
15808846393485057790,1552172353,1
15810072947042343499,1552085540,1
1581097152294871206,1552165787,1
15817483377480432275,1552082685,1
15818126134009799900,1552084145,1
15820375107605799059,1552167892,1
15825855433728538643,1551480785,1
15829102158438029151,1551739640,1
15835687230964670689,1552171928,1
15839251869461813932,1552256900,1
15844065676282768461,1551481040,1
15846096866089394685,1552256741,1
15848129013086451235,1552171055,1
15848972051571686100,1552429584,1
15860389374959162040,1552254886,1
15862295160309353837,1552255707,1
15864687811366983621,1552601174,1
15877838467475291398,1551825910,1
15879798789893757349,1552172368,1
15885185580644757815,1552430610,1
15897040108408342906,1552170245,1
15897040178002308276,1552430409,1
15899638180125147128,1551653858,1
15901660328141535475,1551737733,1
15906970670624299916,1551997621,1
15909660375172117029,1552258454,1
15920427602098569015,1552257679,1
15920630611733105874,1552081973,1
1592164478909071103,1552513256,1
15926751476301221095,1551476822,1
15929467694308264299,1552085424,1
15934289956219719117,1551653646,1
15937759359430144481,1552429529,1
15941956388017253078,1551476421,1
15945302982780519157,1551999441,1
1594642950115276155,1551479453,1
15947072870953689537,1552082475,1
1594896839562534183,1551997912,1
15951603392210022446,1552517577,1
15957035077721465946,1551997704,1
15957096562283485460,1552257205,1
15958507680193809215,1552258281,1
15958794295905179101,1552517994,1
15962258445441443007,1551653832,1
15968081761565976119,1551997926,1
1598263389562214508,1551826327,1
15989585373758823078,1552169994,1
15991236128912138720,1552172325,1
15996793031630380872,1551481075,1
16001949555995363605,1551738953,1
16004358607588707356,1552514112,1
16006845917824340478,1551567125,1
16008764149181708587,1552516940,1
16012405597640573600,1552169872,1
16013687394116859032,1552343653,1
16015305161823424008,1552342629,1
1602084694003980842,1552168052,1
16026224746838040378,1551998963,1
16035415513267002888,1552170027,1
16042858779743549179,1551997603,1
16046350867220170228,1551824331,1
16050434515124580021,1552430719,1
16051224327521020688,1551653095,1
16051929534857707346,1551652331,1
16053873535616446425,1552085917,1
16054173136722190608,1551652212,1
1605521516584260378,1551912900,1
16061412588966379205,1551479351,1
16063593370101235438,1552085569,1
16069602434599531407,1552257152,1
16078058565721896912,1552258644,1
16081268717608720830,1552598862,1
16087495651302239327,1552602539,1
16091906805550830878,1552430703,1
16093141031387886831,1552258375,1
16093996335820390293,1551826777,4
16093996335820390293,1551480735,4
16093996335820390293,1552258216,4
16093996335820390293,1551652955,4
16102955910014396188,1552517816,1
1610433650689936189,1552599305,1
16104946153045482229,1551567404,1
16107246153065683279,1551999226,1
16108725842312683498,1552429671,1
16118346930267805622,1551824010,1
16120820533882482172,1551653789,1
16122526394685458440,1552257894,1
1612318833154690500,1551739598,1
16127930520580632302,1551566283,1
16129097748459143833,1552344031,1
16133072607902386239,1552258072,1
16136791695335226606,1552255663,1
16137540826961079277,1551912423,1
16143065405096530712,1551999230,1
16147629385701195061,1552340800,1
1614884176922079942,1551825278,1
16153976958140675551,1552517243,1
16161419769878362095,1552342920,1
16163981464614108107,1552169330,1
16165128998351732475,1551825308,1
16168592003948455621,1552601947,1
16169417359432329159,1551566454,1
16170254319038210657,1552603007,2
16170254319038210657,1552258011,2
16172510218234835079,1552430725,1
16172805082484599963,1551481087,1
16177601793697744687,1551565823,1
16190454325841021608,1551480619,1
16194046135521423774,1551997463,1
16194252046918114118,1552517337,1
16199693731851125341,1552171218,1
16204324879607636515,1552431267,1
16204425481465325269,1551479700,2
16204425481465325269,1551824809,2
16207346895539644026,1552601788,1
16220394034233342936,1552255751,1
16221025505898114402,1552171026,1
16222055814480058434,1552341320,1
1623121864758876505,1551998008,1
16236690086641459880,1551826070,1
16239976404221242695,1551480728,1
1624277416120239341,1552258749,1
16243555907915435948,1551998791,1
16246097818473680575,1551825095,1
16249696626426921111,1551997549,1
16251782820752392648,1552600345,1
16259490861229406836,1552083443,1
16262079041776603290,1551652158,1
16270887248913744213,1552429754,1
16276579598245579089,1552170746,1
16282978590244627800,1551653611,1
16293155579011555389,1552343642,1
16293943127455173073,1552258685,1
16295745409209667333,1551997003,1
16302560700648793945,1552604005,1
16304229534610085854,1551480431,1
1631072189272721976,1551480410,1
16313303047410697196,1552603749,1
16320855990855665605,1551653117,1
16327376360880427579,1552082645,1
16329371824852611624,1551911881,1
16351007315364958643,1551475822,1
16351589142512342827,1551737911,1
16368963979119877009,1551479389,1
16376598296527956035,1552085523,1
16378823698811480218,1552085536,1
16383565655485804391,1552515667,1
16388837723138315609,1551912877,1
16390273533517751867,1552515941,1
16397725399578376173,1551653696,1
1641547227608131334,1552344104,1
16423375070510110157,1552258691,1
16432273905030915816,1551481158,1
16433553819039070299,1552604204,1
16434527750572836204,1551478816,1
16440092991732069480,1551998105,1
16445268844438480224,1552172247,1
16448273333582136892,1552516315,1
16452795885572730720,1551566444,1
16452839036479732727,1551739192,1
16456663715822861600,1552601522,2
16456663715822861600,1551653932,2
16462835450317231232,1552172338,1
16477402256297953186,1552343469,2
16477402256297953186,1551652571,2
16485166680202632659,1552342749,1
1648738646581768524,1551480063,1
16487716997229262561,1551652947,2
16487716997229262561,1551998601,2
1648804440828551075,1551823865,1
16488144860130944154,1552431414,1
16488739678130466631,1551739900,1
16489910915239499141,1552252895,1
16492080233031959383,1552081662,1
16494677887514664267,1551480727,1
16500442949874955742,1552516724,1
16502333545740897912,1551825577,1
16505767710300690956,1552345073,1
16507722242894534790,1552517221,1
16515691297912541493,1552168396,1
16519582972234850773,1552171820,1
16519735451319316486,1551824365,1
16522502591470812767,1552344442,1
16526612756804194414,1552517915,1
16528754698867517269,1552517149,1
16534613455361987266,1551997015,1
1653889165890055930,1552600475,2
1653889165890055930,1552255336,2
16545699730891677673,1552171719,1
1654605801266610414,1551652430,1
16552252789035465534,1551653935,1
16561101316182447316,1552430695,1
