distinct_fullvisitorid,distinct_visitid,occurrences
16561888432200443172,1552343921,1
16562148465803495296,1552171384,1
16563697089790108352,1552602996,1
16566630564184057815,1552085686,1
16566710420999819436,1552602033,1
16567408585732491717,1551566505,1
16567411777303268906,1552517106,1
16572662934411845038,1552172026,1
16573837325306255715,1552085211,1
16575525356406930899,1551563941,1
16582062498612365846,1551653907,1
16583867846384958845,1552085311,1
16583990740254090362,1552517469,1
16590631349176769747,1551826749,1
1659209959070657109,1552343191,1
16593852470687272624,1552603382,1
16597412468244256085,1551652714,1
16601328168706426875,1551738236,1
16602793442443259904,1552602854,1
16603332542208927226,1551823431,1
1660651586674991087,1551478398,2
1660651586674991087,1551652505,2
16609407046677372160,1552431305,1
16613883960354780440,1551739355,1
16614149000961201539,1552344307,1
16615051369625791204,1551999387,1
16619484241096043311,1552254718,1
16624312744729106372,1551653253,1
16624449816869311785,1551652373,1
16625008549125658696,1551824137,1
16635967006834747965,1551566001,2
16635967006834747965,1551738847,2
16637575418650957466,1552085507,1
16655377565054774894,1552345117,1
16657807529334612722,1552170429,1
1665808383221977721,1551565647,1
16660909944353796673,1551567384,1
16664138503063983943,1552429057,1
16664335397961442207,1552170821,1
16667637322618445634,1552171498,1
16673591505678906871,1551652555,1
16678398255519875060,1552084523,2
16678398255519875060,1551561957,2
16684964868837793471,1552257074,2
16684964868837793471,1551913150,2
16685809660395696915,1552257820,1
16691039113316906658,1552171083,1
16695424742622168766,1552429366,1
16696713814409006847,1551481185,2
16696713814409006847,1552601360,2
16696843212015800992,1551480831,1
16698058977942841900,1552343519,1
16698618521244705181,1551911453,1
16699182159197468133,1552343049,1
16701820755525402935,1552256153,1
16706061386485876368,1552342075,1
16709681421677431089,1551911852,1
16716192247908478333,1551478471,1
16718399418542297845,1552602859,1
16718759161092805868,1552085840,1
16721564703830916404,1552085957,1
16731770462778579394,1552085536,1
16737028039054043389,1551999580,1
16739756932687514496,1551653814,1
16742276447365586969,1551825586,1
16744989006087699359,1551479694,1
16761880220319835171,1552172301,1
16764740558861353165,1551480418,1
16765018747587453537,1552085324,1
16780376529367570405,1552081790,1
16780791112540896878,1552344905,1
16785868442224580159,1552517896,1
16786322363479517265,1552172111,1
16792531072360429352,1552515287,1
16796364728149330333,1552603181,1
16796821979219720024,1551652087,1
16810986862362183340,1552342803,1
16811225558404479856,1552257515,1
16811735585608093186,1552602825,1
16815085593725159140,1552600965,1
1681735204899342709,1552429719,1
16818059202770569018,1551566884,1
16818467612077988221,1552431413,2
16818467612077988221,1552084027,2
16820855887904297080,1551912157,1
16821410628813382347,1551480289,1
16825215114989953817,1551565893,1
16826645969042002873,1551999567,1
16829620181278103170,1552343587,1
16837878922873856409,1552603549,1
16846059194232280170,1552517791,1
16846711901368399745,1552172333,1
16849928339815415295,1551567122,1
16849982890692308679,1551739353,1
16850230970408897101,1551651390,1
16863288769099133010,1551567299,1
16880723993757923461,1551912189,1
16881452442870387027,1552171960,1
16882978771753740756,1551476508,1
16883085930516445037,1551651575,1
1688440340809505217,1551567508,1
16887794891027967758,1551653475,1
16890019115835488035,1551826474,1
16892245750855485443,1552517112,1
16893152729170769096,1551479145,1
16894228764184263354,1552085110,1
16898428999085016701,1551566945,1
16900019049271162713,1551561615,1
16902869556032280176,1551825389,1
16905798034939506840,1551652659,1
16908660391562630403,1552258342,1
16910910553538096917,1552516811,1
16914463931503312780,1552345031,1
16914526057873939203,1552515662,1
16919865895726112853,1552431097,1
16919882948656649112,1552430826,1
16921843051377217059,1551478806,1
16930427836988695142,1552085336,1
16931084019931684321,1551478370,1
169456837441545219,1552082824,1
1694598361295380389,1552084960,1
16946423388308174399,1551825533,1
16950947443245535401,1552342900,1
16951054161590954936,1552604335,1
16953939029876787750,1552517513,1
16961930332260666765,1551738324,1
16962730362702346050,1552258295,1
1696595669222347924,1551912783,1
16969501269184490470,1552345133,1
16971877253460123904,1552257262,1
16974552007810849841,1551567275,1
16974869791613964117,1551481040,1
16981193604849668108,1552171628,1
16985659158583014450,1552517784,1
16993801576824404252,1551479420,1
16995901129086274583,1551995553,1
16996965933672503029,1552517659,1
17003323720674908320,1551651932,1
17004665196973956805,1552430551,1
17006906525939689019,1552255311,1
1701043196453487060,1551566734,1
17019679322450986883,1552083198,1
17022602926340554122,1552517388,1
17023939286307154459,1552255466,1
1703127076393791724,1552603240,1
17033511146525001877,1552085261,1
17034889395276876801,1551481153,1
17036055492810659566,1552517775,1
17042626651329192167,1551653764,1
17048235615646166651,1552255748,1
17048500153608807568,1552254662,1
17052219453066610489,1552517008,1
17056099782935169620,1552170319,1
17068193135266618898,1551480311,1
17072342593806808487,1552599943,1
17084075939891494086,1551566915,1
17085272753666384531,1551480715,1
1708758506606093908,1552085912,1
17091939068724794590,1552345101,1
17098895461120070740,1551653631,1
17099936710131093348,1551564711,1
17105614726466686145,1552517509,1
17113119411726795317,1552343915,1
17113613436642954020,1552603592,1
17114842810546416443,1551913087,1
17118856553408384557,1551567584,1
17133005860638700275,1552517806,1
1713340904406661688,1552604269,1
1713693014168410287,1552430800,1
17139956007148442155,1551740044,1
17140338156795394100,1552085759,1
17141256812636148471,1552256511,1
17144476882632707728,1552084538,1
17150051126119349264,1551565443,1
17150910752737748262,1551652376,1
17154051165912435971,1551651915,1
17155500515806826447,1551999455,2
17155500515806826447,1552345090,2
17156850218309980192,1551997945,1
17162298984749588449,1552170096,2
17162298984749588449,1552603595,2
1717495739819718313,1552256873,1
17174992499616200574,1552514841,1
17175288340184457470,1551478958,1
17178987196782443040,1552598659,1
17179781606015807319,1551911982,2
17179781606015807319,1552516420,2
17183401932161588649,1552603953,1
17194573621485750116,1551738263,1
17199222555404017737,1551653004,2
17199222555404017737,1551567496,2
17199671655354439799,1552604168,1
17213296093347086560,1552254738,1
17214868689248789449,1552171395,1
17215610969028856339,1552257243,1
17216745102022120307,1552341311,1
17216905572864586736,1552431569,1
1721855948424145288,1552171264,1
17219236229765224824,1551566631,1
17221417553650514114,1551566214,1
17223011606044991372,1551997844,1
17223946851961805936,1552085815,1
17227492871983413804,1551653427,1
17229985769164632894,1552604077,1
17230035388857160442,1552430151,1
17237126253882378214,1552602160,1
17237344706058679645,1552603128,2
17237344706058679645,1552517256,2
17245393915438405625,1552602427,2
17245393915438405625,1551480757,2
17248475089772319098,1552172399,1
17248897779607863243,1551478695,1
17250952924803252228,1552342609,1
17251027848512144188,1552343416,1
17259441135213574074,1551738469,1
1726018869559253987,1552431329,3
1726018869559253987,1552084279,3
1726018869559253987,1551740070,3
1726370459928030303,1551653845,1
17263797997496369121,1551481163,1
17270446376475222028,1552600553,1
17272932957124141116,1552602878,1
1727429832030976578,1552085274,1
17277987149133015357,1552601664,1
17287061990082344352,1551739556,1
17289950219554831969,1552516234,2
17289950219554831969,1551999285,2
17291509736384215588,1551566235,1
17293518584567194697,1551824655,1
1729937379858692667,1551651934,1
17301219050904540350,1551652903,2
17301219050904540350,1552602847,2
17313463570974748060,1551652637,1
17314696399287925608,1552256558,1
17322549236773070540,1552604233,1
1732708950446164726,1551480136,1
17338002281802161919,1551911801,1
17344628124529319994,1551480705,1
17344778673829456928,1552172188,1
17347132896491769394,1552515628,1
17348582417311046321,1552344572,1
17352176792993855335,1552256898,1
17354026921813223108,1552604263,1
17359275746048309382,1551566278,1
17360479493902393960,1552172389,1
17360618714287053592,1552344642,1
17371144399274125737,1552343215,1
17377957637549281554,1551566896,1
17378065440842197461,1551998073,2
17378065440842197461,1551653733,2
17381704248189208166,1552602404,1
17383552917224195461,1551999039,1
17387674004360480991,1552603623,1
17388784923605225288,1552258582,1
17389571543191633783,1552082296,1
17389958549722235960,1551480906,1
17401999897086799332,1551652419,1
17402050775724508772,1551651950,1
17404209184350837295,1552517934,1
17404525637467067497,1551475531,1
17405170669450339628,1552342511,1
17405173642145287670,1552431427,1
17407053297634316907,1551998730,1
17407343976464210587,1551480357,1
17408766108038507071,1552430368,1
1741014009742712046,1551824552,1
1741089369781978429,1551653925,1
17412607529957521100,1552342000,1
17416882703123094497,1551566679,1
17421722455104922383,1552603484,1
1742430532512752152,1551480769,1
17429635512718481791,1551653728,1
17436311586039028363,1552085699,1
17441254608508329434,1551567418,1
17441426970329479502,1552258449,1
17446368060977917394,1551999112,1
17450344200837102773,1552515993,1
17454137525296685880,1551998827,1
17468700466970283580,1552258383,1
17471134212424199520,1552429862,1
17472674044684787926,1551564817,1
17476304140983950976,1551826454,1
1747697062125415253,1552603376,1
17477689941483452073,1552257135,1
17493244747702439030,1552085016,1
17500879603066262230,1551653795,1
1750174942804622518,1552343799,1
17503934610104905107,1551826682,1
17504337548133233444,1551562833,1
17506846901803630392,1552171183,1
17508895122407859804,1551566239,1
17511730762083941663,1551479667,1
17513268640410352553,1551653843,1
1751338756692774134,1551912453,1
17514633681729036738,1551566942,1
17522360018050167679,1552603875,1
17524752794270976020,1551824936,1
17524939704085474240,1551652162,2
17524939704085474240,1552430723,2
17529154051633017800,1552170530,1
17531007903000747700,1551999375,1
17536486098121249408,1552255556,1
17537688002572904199,1552602702,1
17539734501304167059,1551566728,1
17545363642844119437,1552430883,1
17549302287300873445,1552258511,1
17550274055640922000,1551740310,1
17554879705773322103,1552344178,1
17556412043961254347,1552602523,1
17562145238239083808,1551913111,1
17566423531454704150,1552343749,1
17566746869179123158,1552257987,1
17571006719682753044,1552255845,1
17571428115119164281,1551565287,1
17579922779876576729,1552257164,1
17593078496642565571,1551652597,1
1759549772185172392,1552343712,1
17601276459348457308,1552085939,1
17604129772003237571,1551652111,1
17605021796996720548,1552085729,1
17606080805341605315,1552257510,1
1761466122014103114,1551739316,1
17616827058292446173,1551999590,1
17619583088549515265,1551738974,1
17627681454388818645,1552517739,1
17631781607018761909,1551652192,1
17632322596070395661,1551567390,1
17632658130934142785,1551479085,1
17638734021850017419,1551567520,1
17643487348915492397,1552084455,1
17652434523672067423,1552258265,1
17653334367579541059,1552516896,1
17655906124852264053,1551652339,2
17655906124852264053,1552085274,2
17657018887621314275,1552431381,1
17659492161946345064,1551480350,1
1766197512510535427,1552085762,1
17664924192909862536,1552258694,1
17668240205273759484,1551911784,1
17673812836854180959,1552170016,1
17674112868602584219,1551999593,1
1768795146466998029,1552517455,1
17689197170372759985,1551567392,1
17697143635930123393,1552515860,1
17705022738404384611,1552258683,1
17710823920524769885,1551826092,1
1771847795877178180,1552257655,1
17722417596208668295,1551826214,1
17724657658320682085,1551480141,1
17729017065435050951,1552084262,1
17731543587331100057,1552603660,1
1773448362593228334,1551740209,1
17740006931846686273,1551996359,1
17743013725861706034,1552600931,1
17748854485201966561,1551481043,1
17749870952556592271,1552343704,1
17756117032595112792,1551912899,1
17766644066200211276,1551653832,1
17771118528186896697,1551653949,1
17771636719337141924,1552517143,1
17776932321842036449,1551738672,1
17778824421246589983,1552601017,1
17791672872157011016,1552171697,2
17791672872157011016,1551567062,2
17798023669154793641,1551567216,1
17802705140876586690,1552341722,1
17804885037226079083,1552343783,1
17811607576583394236,1551479592,1
1781357226427468206,1552083842,1
17815993825306808356,1551912216,1
17826045023237872383,1551737477,1
17829091259930683748,1552602980,1
17829312189181064038,1551649767,1
17829484127236133246,1551481182,1
17834276064431503181,1551479406,1
17835264640852805181,1551825554,1
1783850822524905971,1551478377,1
17843478890252889126,1552170280,1
17848331885147119771,1551909349,1
17849351791236820858,1551998518,1
17852421422450335639,1552344214,1
1786125813038500572,1552515214,1
17862096290364709843,1551566657,1
17863195477036567527,1552343711,1
17863817367317288810,1552602720,1
17866303655082190244,1552516041,1
17867046346681119638,1551908506,2
17867046346681119638,1551480537,2
17873133764704976706,1551481056,1
17880401332759140120,1551650067,1
17882225864069556981,1551652735,1
17885757353394916479,1551912533,2
17885757353394916479,1551740038,2
17887198782484770056,1552344565,1
17889876588690715164,1552083380,1
17893338861536406874,1551478995,1
17899332033464112944,1551567411,1
17900079346973222463,1551481093,1
17904037201327192544,1551913075,1
17904466847384644135,1552085526,1
17905162340087103691,1552344792,1
17909570026424567654,1551653787,1
17911465746143637395,1552603156,1
17912934289798171065,1551479750,1
17914201605339288218,1551566301,1
17915535710675789692,1552514760,1
17917588901313614529,1552342768,1
17920608861922141928,1552171648,2
17920608861922141928,1551652627,2
17922578055705473429,1551826785,1
17923587259264407005,1552084576,1
17928788279329523155,1552517975,1
17930400156313873641,1551652230,1
17933276110918262211,1552516909,1
17934897920033521062,1552253595,1
17939547586344697447,1551910852,1
17940585752804272159,1551826139,1
17943951872468532181,1551740037,2
17943951872468532181,1551653099,2
17945777174493791412,1552171998,1
17951774647559996488,1552431423,1
17954926583942917722,1551998737,2
17954926583942917722,1551912342,2
17955453534319464201,1552169833,1
17958282936249970567,1552604395,1
17960428572552836307,1551739897,1
17962566459139445706,1552604156,1
17963440185980496112,1552515890,1
17966428900541636326,1552083500,1
17967714928160100066,1552603150,1
17969128800179195267,1551481137,1
17978386501119605599,1551477999,1
17978558353190101337,1551567491,1
17981014486624446138,1551480857,1
17989982869297390341,1551911288,1
17990380310707529964,1552170057,1
17992766612215130382,1552084853,1
17996183090695909037,1551653896,1
17997800618406616248,1551998303,1
17998824392288148700,1552084820,1
18001756037076123037,1551480959,1
18009676970122821201,1552258723,1
18012916575738705224,1552603925,1
18014843772999699656,1552084153,1
18015399784219223960,1552429633,1
18015951548260704175,1552084667,1
18019700825386039363,1552084730,1
18023250204885845428,1552603916,1
18026869428881885872,1552170334,1
1802874121471139209,1552257414,1
18032004402476420800,1552257582,1
18034282943308203411,1552516820,1
18035016782045311857,1551911145,1
18037429996702988442,1552603270,1
18040350877818723622,1551740226,1
18045799047729484522,1551653465,1
18047213950953070739,1552430269,1
18050843955156236569,1552603503,1
18054859250825529013,1551999434,1
18062189065755856536,1552603029,1
18066610747662499225,1552430854,1
18068161397919361045,1552343839,1
18069382780814513782,1551653845,1
18070402493814519358,1552257894,1
18070419079776237255,1551738685,1
18071681586433856237,1552604123,1
18076958369329099523,1551567076,1
18077225750320831075,1551564964,1
18085268591286152845,1551481182,1
18091858533665519898,1552343398,1
18093646715167602038,1552084219,1
18101617424302416635,1552171011,1
18105660715520747584,1551912972,1
18131118489526276767,1551912909,1
18131822129212781196,1552431572,1
18137966200571527327,1552171976,1
18138971418044833792,1552257265,1
18140824235547990331,1552084044,2
18140824235547990331,1552258037,2
18144842864485956032,1552342658,1
18148869625522945463,1552603282,1
18155153089026180037,1551480702,1
18155693174014917055,1552085483,1
18155981472403086271,1551911950,1
18162662061030958292,1551651956,1
18164404947455410886,1552604203,1
18167015410381430623,1552345121,1
18167693667526971334,1552085829,1
18171251300229274882,1551653127,1
18171754101889465009,1552345116,1
18173423897950734827,1551998512,1
18178112472453941056,1551565352,1
18181832989327125435,1552601315,1
18182050307829532956,1552431598,1
18187797334689852262,1552257501,1
18190333142961414534,1551650740,1
18191365050232453446,1552517192,1
18196762821878394259,1552603196,1
18205963806932525429,1551566157,2
18205963806932525429,1552171683,2
18206372788138930512,1552341126,1
18209225332446896258,1552601268,2
18209225332446896258,1552172380,2
18212079699566871395,1552602572,1
18215628254224973980,1552517645,1
18225026759151952039,1551912826,1
18226044745291732545,1551740193,1
18228208159235032380,1552171013,1
18229726999295356625,1551653533,1
18230790682480844203,1552431555,1
1823546026119120048,1551567081,1
18237354891221687291,1551481188,1
18243443669476283319,1551738600,1
18244396158242194965,1552083587,2
18244396158242194965,1552254624,2
1824771313197644685,1552171418,1
18254439670844376060,1551826599,1
18254971572146198032,1552429412,1
18256475927571604243,1552517638,1
18260764313586756190,1551913183,1
18272621628599803162,1552428900,1
18277725334741004937,1552344027,1
18278639193960224197,1552428298,1
18284442836375508027,1552344347,2
18284442836375508027,1552257661,2
18285184420730053034,1552602063,1
18286921929510783458,1552254335,1
18293756824361938387,1552602869,1
18294782121338529641,1552085776,1
18295059321887361357,1551481187,1
18302113618160565923,1551650345,2
18302113618160565923,1552431034,2
18311355664120848003,1552428557,1
1831417585338182417,1551999056,1
18314630970315930750,1551653138,1
18317904968146231033,1552513258,4
18317904968146231033,1551473390,4
18317904968146231033,1551908686,4
18317904968146231033,1551993743,4
18323822548553736560,1552343657,1
18328689703475163691,1552602408,1
1833042571082141155,1552172398,1
18330772967598148757,1551823816,1
18333806590881578814,1551909844,1
18335491050581121930,1551824880,1
18336133486301385501,1552602242,1
18336547043226989356,1551567580,1
18339384119465457029,1551480426,1
18339661302808567817,1551911972,1
18339815233278741190,1551566254,1
18341675597388504840,1551480757,1
1834610593087812311,1551826218,1
18348145354403449062,1552258337,1
1835396494684732367,1551474747,1
18357236361655288187,1551910817,1
18359385605594563933,1552601512,2
18359385605594563933,1552517341,2
18369482405308973998,1552517887,1
18374443892323864684,1552257577,1
18379563017303021964,1552431515,1
18381091683596080349,1551738796,1
18382558895134691542,1552258088,1
1838330100277825959,1551825530,1
18403936543959206930,1551911081,1
18406653132148288509,1552085222,1
18414482460657117711,1551566381,1
18427753224636082282,1551653702,1
18434222286630744056,1551912864,1
18442081997958012627,1552602465,1
1845040255884273583,1552345025,1
1846962970381094763,1551564543,1
1850323703052278386,1551480720,1
1851350429145218172,1552085788,1
1855068220694532642,1551826274,1
1855777044453856462,1552083525,1
1859038771424579015,1552083861,1
1863436499989959398,1552170555,1
1864533390418949314,1552604137,1
1882893265915949765,1551478592,1
1887242674846633380,1552085662,1
188947047445657263,1552344781,1
1896619923723286488,1552604354,1
1896899083935625263,1551739970,1
1897275915163279709,1551738808,1
1897491708633419520,1551653886,1
1901134226988468089,1551911532,1
1905653915055717155,1551998837,1
1908064975479321960,1552083415,1
1908869075059072826,1552255169,1
1909254719321596126,1552517506,1
1909562586541309747,1551739004,1
1909743932579227236,1551740014,1
1915396178968492442,1551826597,1
1940515318044099958,1551566925,1
194417520964033905,1552254088,1
1948095077961293368,1552342423,1
195217662335884218,1552604049,1
1954001666686681316,1551740246,1
1956150148258343543,1552517454,1
1961012455838494442,1552516819,1
1962377655782656505,1552603171,1
196521456371800943,1551652448,1
1966861168321094180,1551566951,1
1967675784919510889,1551823605,2
1967675784919510889,1552082634,2
1971856343939376610,1552344276,1
1972818249412606128,1552344250,1
197382600952736666,1552171273,1
1977329908974072917,1552603737,1
1982425812109865081,1552257746,1
1986888447520586844,1551912307,1
1987636245760183983,1551652458,1
1990675120017116609,1551999596,1
1993576934496283078,1551479076,1
1998090977012024574,1552602183,1
200409901730413454,1552344131,1
2005364217978095297,1551826723,1
2005788619834999144,1552602719,1
201306681926896142,1552170128,1
2014071720436465749,1552601991,1
2014744801480383097,1552603687,2
2014744801480383097,1551739375,2
2014839515233670625,1551652713,1
2014951226728766588,1552342616,1
20200897235924166,1552171672,1
2022990094719637592,1552604335,1
2025681549045655567,1551480489,2
2025681549045655567,1551825868,2
2026146212565665311,1551481188,1
2027026517948364140,1552084528,1
2027081222683930182,1551566852,1
2027433835510122956,1552255442,1
2028768680885312573,1552602956,1
20349238012724650,1551997396,1
2035104061846383395,1551566873,1
2044760856196784686,1552171720,1
2046189539974045410,1552171154,1
2047903425445829485,1552430279,1
2056546212381736246,1551566940,1
2058708818904765151,1552084529,1
2061531501215397426,1552517724,1
2064948565694055857,1552603419,1
2067578299670312583,1552342872,1
2068113994468760040,1551479715,1
2071078306194642712,1551825613,1
2073844038037234657,1552344026,1
2075370208183865939,1551652058,1
2077316616666020962,1551566677,1
2078623262898062432,1552516327,1
2091746904953340998,1552257907,1
2091850032731881146,1551481192,1
2094101171865485174,1552517109,1
2095247813004147576,1552258796,1
2099278479142926676,1551478230,1
2101522464126320521,1551480743,1
2102785117775597329,1551825519,1
2109371642799061540,1552258568,1
2109657370402303181,1552258326,1
2110119573629784098,1552258644,1
2120170350139876544,1551740355,1
212391519768109834,1552258663,1
2126723592442598651,1551565087,1
2128797165340046818,1551910744,1
213404049816807910,1552258696,1
2140219782348074977,1551910948,1
214204908968504672,1551826416,1
2147675916720857015,1552516925,1
2154229435384507515,1552601680,1
2157940679460412404,1552257868,1
2166937287772905645,1552083819,1
2173119924814125190,1552254107,1
2174365852913118370,1551911447,1
2175721277873274755,1552257592,2
2175721277873274755,1552171143,2
2176921463930751750,1551739335,1
2178194490467184881,1551913140,1
2182094065476050623,1552603396,1
2185255560589198246,1551826317,1
2187884314495875695,1551910983,1
2195416462805401029,1552256329,1
2198794256538325017,1551739140,1
2201728345410836293,1551650490,1
2208336451314378903,1552601799,1
2214504621140927263,1551653936,1
2215936767814312402,1551998025,1
2225915284263745680,1551652454,1
2226643136351816302,1552517233,1
2227289078987037,1552085695,1
2229202074419696201,1552603972,1
2234120565870113512,1552257241,1
2235257098952392999,1552084436,1
2248231561439365370,1551651232,1
225797508038821569,1552082894,1
2270689518032268631,1552431498,1
2278283454180110065,1552082251,1
2279710494553344412,1551911323,1
2282556232798130185,1552344516,1
2283798281639560592,1552257962,1
2283984077463706525,1551564853,1
2287548505926338197,1552258503,1
2288374278110065549,1552081789,1
2289135159985071490,1552171679,1
2297818576625734008,1551998033,1
2298311682072507807,1552604148,1
2301518889559260106,1552600785,1
2302525410583669792,1551993438,1
230474816543239732,1552084962,1
2307515430180313063,1551652272,1
2308767425342377730,1551999425,1
2312385291936001734,1551912520,1
2317553431335665546,1551909795,1
2321331529075667938,1552517125,1
232489857042043420,1551910392,1
2325179663805651052,1552603255,1
2328816300075552004,1551999532,1
2331515010723195108,1552083160,1
2332744729525654604,1552084536,1
2333998263249313451,1551653004,1
2340352240911783992,1551480470,1
2344781687905502913,1552170381,2
2344781687905502913,1551998774,2
2345017521850099474,1552257948,1
2346348364343476097,1551825910,1
2349281973651472687,1552516663,1
2359079020425955337,1552604208,1
236324517829730336,1552172376,1
2364286538223117564,1551566137,1
2366853073403064271,1551480970,1
2377674776573556586,1551480322,1
2378034048957741453,1552172355,1
2378678121341349335,1552256660,1
2381797211234512292,1552171263,1
2382073680975554717,1552516594,1
2385396450222392598,1552344012,1
2386710980718168819,1552253926,1
2389695272376851830,1552084262,1
2395639379058787910,1551652646,1
2396972358717533665,1551480785,1
2402235595511344038,1552602983,1
2407353947211739254,1551652234,1
2408229569045547690,1551480066,1
2409482047281546226,1552170573,1
2415161061353583035,1551481053,2
2415161061353583035,1551911999,2
2416057568969836791,1551823702,1
2418287202697284909,1551480848,1
2423029847370680933,1551481185,1
2426483685034198361,1551566035,1
2428137356349864178,1552517836,1
2432845014332235062,1552516524,1
2440085431771426823,1552083931,1
2441858079649117597,1552603791,1
2445438133684241227,1552430129,1
2445681219772918348,1551826029,1
2451546740702090657,1551652994,1
2455432604509117692,1552343281,1
2460354530913953738,1552516362,1
2460678403558215654,1552604083,1
2461096277066388125,1552258349,1
2461675118300425856,1552603758,1
2465200349558976759,1551564784,1
2466206146178283998,1551565261,1
2466696765047753088,1552170391,2
2466696765047753088,1552085800,2
2473527100553314702,1551479630,1
2473887818864054940,1552258390,1
2485254852008043884,1552172391,1
248609214619915681,1551826289,1
248634242976008987,1551913103,1
2486356820225277372,1551649870,1
2486808108959063760,1551559508,2
2486808108959063760,1551824224,2
2495638879628577518,1551653723,1
2496081720037382774,1552258311,1
2497364962980776889,1552255134,1
2500218264128136274,1552258746,1
2500543659428487618,1552428656,1
2500711509742529255,1551653461,1
2513464670616215647,1551826044,1
2521598325812389690,1551994817,1
2522540550411927979,1551912239,1
2523948579335121980,1552257334,1
2524493590814550148,1551999529,1
2525151353371459985,1552256791,1
2525289670747782290,1551999391,1
2525403763350834301,1551653112,1
2526533826934703233,1551911666,1
253021066310689402,1552343954,1
2531025438237769849,1551479263,1
2536381373663862633,1552603180,1
2543443672290271254,1552429374,1
2549834238271701620,1552084174,1
2551884770946164843,1552169715,1
2567648752384118435,1551826231,1
2574089574397396459,1551738130,1
2582188771730480490,1551738758,1
2592150091574812559,1552430767,2
2592150091574812559,1551653590,2
2592862825003514880,1551651338,1
2593927930823842288,1551652321,1
2601981182227832708,1551912380,1
2603827836223817173,1552257721,1
2606430987156752417,1551566393,1
2611953286619820611,1551567531,1
2615344118862415362,1552255218,2
2615344118862415362,1551650541,2
2615420806359961063,1551999550,1
2624033973505477590,1552085564,1
2624367508328698494,1551653544,1
2625068217790835791,1552256752,1
26310899938472229,1552258718,1
2633499685568966724,1551824341,1
2633640737944857518,1552258281,1
2638065908969048752,1552344765,1
2642362121851431021,1551653942,1
2644259208726099876,1551907558,1
2645628206064432474,1552170873,1
2650705758198215117,1552171665,2
2650705758198215117,1552256831,2
2651412329510508680,1551480620,1
2661604286216030856,1551913176,1
2669437990808464784,1552604152,1
2670529471023087758,1551826531,1
2670730234968026266,1551653788,1
2672783807120581451,1551479353,1
2673918052842186440,1552170639,1
2677617805909736214,1552431570,1
2679877138381889792,1552085812,1
2683251692670111822,1552171240,1
2688815346752870907,1552517694,1
2692083442288558433,1552172246,1
269557742834159612,1552084777,1
2700382021003667716,1552085168,1
2712331994517139971,1552603964,1
2714426181260461869,1552258467,1
2726986191482183661,1551480582,1
2732360401588006541,1552430316,1
273434525915084048,1551477608,1
2738736099795721279,1552085092,1
2740261174392960424,1552517743,1
2755798838492558606,1552084426,1
2760421167461167849,1552085441,1
2761688692024340040,1551999572,1
2770454014705606005,1552083584,2
2770454014705606005,1552343133,2
2770989555934197013,1551567016,1
2780416516341302278,1552170314,1
278527302807051772,1552258625,1
2786438732138416955,1552258266,1
2791739316319905224,1552517784,1
2799800305389724217,1552085727,1
2802874634831533001,1552344453,1
2803618738369747840,1551739940,1
2805506509214996854,1552258736,1
2806842106346709088,1551651494,1
2810324094257864070,1552168688,1
2811563066986729244,1551912551,2
2811563066986729244,1551826036,2
2814431653212579492,1552344342,1
2828087025890766573,1551910848,1
283600146485247059,1552430451,1
2842507893691283825,1551565938,1
2844464043209979583,1551825140,1
284570267087015473,1552601138,1
28458126021765555,1551565514,1
2851197273607438248,1551999290,1
2854340130181958922,1552344338,2
2854340130181958922,1551480573,2
2858002489253886379,1551825429,1
2862140182871089473,1551825874,1
2869713472549904233,1552256916,2
2869713472549904233,1552431467,2
2870436259368087042,1551826517,1
2873101724226805659,1552171719,1
2880516098697882443,1551479707,1
2882722977783402745,1551567381,2
2882722977783402745,1552257621,2
288681781666553506,1552429902,1
2886880293300531651,1551999465,1
2891980771426867204,1551479961,1
2893770989176942853,1551739774,1
2896969213482930413,1551912065,1
2901277822296096118,1552258147,1
2904670093326422789,1551653145,2
2904670093326422789,1552256900,2
2915991206088804569,1552258167,1
2920963681215745079,1552171392,1
2922692089389967280,1552172345,1
2924888916275750662,1552171200,1
2925196197431009711,1551566239,1
2927322216664251737,1551997086,2
2927322216664251737,1552255835,2
2934467182803797441,1552171570,1
2935501564508202561,1552171078,1
2941661576575651598,1552256785,1
2943710504587618225,1551653807,1
2947739189330183259,1552430247,1
2952104054295408218,1552085809,1
2955034953213871343,1551825117,1
2962380974907603620,1552430599,1
2966028927346936635,1552600089,1
2969146789065255262,1551651420,1
2972814545170118533,1552517104,1
2975926679839311388,1552084923,1
2978578421020009359,1552517330,1
2978846691575068953,1551824963,1
2980102043458094960,1552344161,1
2981872490352417753,1551564455,1
2983768286040038365,1552085418,1
2983841668088801677,1551651274,2
2983841668088801677,1551998447,2
2987262867783360909,1552258093,1
2988757977461658419,1551908942,1
300167439261626030,1551912444,1
3003296840975467290,1552431228,1
3008299579628716013,1552083620,1
3017398569863553067,1552517668,1
3027074948383162047,1552603390,1
303289037489507154,1551477805,1
3033618025611882538,1551480907,1
3034972121460997339,1552342806,2
3034972121460997339,1551999212,2
3040521867587741002,1551566230,1
3041993664988136482,1552085432,1
3050098151948995527,1552429028,1
3051962333916890382,1551740168,1
3063859510632336336,1551567585,1
3065271935788962524,1551912055,1
3067031610919401911,1552172342,1
3081560777608295459,1551477606,1
3082484828587844305,1551566890,1
3089334689544997494,1552084691,1
3094694763022283879,1552084406,1
